ticker_base;ticker_b3_11;fundo_b3;razao_social_b3;duplicidade_ticker_b3;match_metodo;match_score;confianca;id_registro_fundo;cnpj_fundo;codigo_cvm_fundo;tipo_fundo_cvm;denominacao_fundo_cvm;situacao_fundo_cvm;data_registro_fundo;data_cancelamento_fundo;administrador_fundo;gestor_fundo;patrimonio_liq_fundo_cadastro;data_patrimonio_fundo_cadastro;id_registro_classe;cnpj_classe;codigo_cvm_classe;tipo_classe_cvm;denominacao_classe_cvm;situacao_classe_cvm;classificacao_classe;forma_condominio_classe;publico_alvo_classe;patrimonio_liq_classe_cadastro;data_patrimonio_classe_cadastro;auditor_classe;custodiante_classe;cad_fi_match_metodo;cad_fi_cnpj;cad_fi_situacao;cad_fi_classe_anbima;inf_diario_dt_competencia;inf_diario_vl_total;inf_diario_vl_quota;inf_diario_vl_patrim_liq;inf_diario_captc_dia;inf_diario_resg_dia;inf_diario_nr_cotistas;observacao_pendencia
BBFO;BBFO11;FII BB FOF;BB FUNDO DE FUNDOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1217;37.180.091/0001-02;320103;FII;BB FUNDO DE FUNDOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2020-10-26;;BB GESTAO DE RECURSOS DTVM S.A;BB GESTAO DE RECURSOS DTVM S.A;300154156.40;2025-05-31;34514;37.180.091/0001-02;10731;Classes de Cotas de Fundos FII;BB FUNDO DE FUNDOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;302432162.79;2026-03-31;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;BANCO DO BRASIL S.A.;;;;;;;;;;;;sem_inf_diario_202605
BBIG;BBIG11;FII BBIG;BB PREMIUM MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1836;54.375.187/0001-37;324047;FII;BB PREMIUM MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2024-03-18;;BB GESTAO DE RECURSOS DTVM S.A;BB GESTAO DE RECURSOS DTVM S.A;961547228.21;2024-09-30;34928;54.375.187/0001-37;1260;Classes de Cotas de Fundos FII;BB PREMIUM MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;946518286.36;2026-03-31;KPMG AUDITORES INDEPENDENTES LTDA.;BANCO DO BRASIL S.A.;;;;;;;;;;;;sem_inf_diario_202605
BBRC;BBRC11;FII BB CORP;BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;528;12.681.340/0001-04;311018;FII;BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2011-06-13;;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;TIVIO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;166547565.28;2025-04-30;34106;12.681.340/0001-04;5967;Classes de Cotas de Fundos FII;BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;166124108.97;2026-03-31;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;BANCO BRADESCO S.A.;;;;;;;;;;;;sem_inf_diario_202605
BINR;BINR11;FII BINR;BE IN RIO FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1119;35.360.651/0001-77;319073;FII;BE IN RIO FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2019-11-07;;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;122535702.39;2024-12-31;34442;35.360.651/0001-77;4049;Classes de Cotas de Fundos FII;BE IN RIO FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;136440213.86;2026-03-31;KPMG AUDITORES INDEPENDENTES LTDA.;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;;;;;;;;;;;sem_inf_diario_202605
BFCC;BFCC11;FII BFCC;BFC FUNDO DE INVESTIMENTO IMOBILIÁRIO;NÃO;classe_exata;1.0;Alta;1001;31.145.875/0001-05;318042;FII;BFC FUNDO DE INVESTIMENTO IMOBILIÁRIO;Em Funcionamento Normal;2018-09-12;;BANCO GENIAL S.A.;SAFRA ASSET CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;380384786.51;2024-09-30;34367;31.145.875/0001-05;1619;Classes de Cotas de Fundos FII;BFC FUNDO DE INVESTIMENTO IMOBILIÁRIO;Em Funcionamento Normal;;;;832031084.51;2026-03-31;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;BANCO GENIAL S.A.;;;;;;;;;;;;sem_inf_diario_202605
BGRB;BGRB11;FII BGRB;BGR B32 FUNDO DE INVESTIMENTO IMOBILIÁRIO;NÃO;classe_exata;1.0;Alta;1943;57.216.258/0001-47;324154;FII;BGR B32 FUNDO DE INVESTIMENTO IMOBILIÁRIO;Em Funcionamento Normal;2024-09-09;;XP INVESTIMENTOS CCTVM S.A.;BGR ASSET MANAGEMENT LTDA;10021.57;2024-09-30;35007;57.216.258/0001-47;2445;Classes de Cotas de Fundos FII;BGR B32 FUNDO DE INVESTIMENTO IMOBILIÁRIO;Em Funcionamento Normal;;Fechado;;228577234.64;2026-03-31;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;OLIVEIRA TRUST DTVM S.A.;;;;;;;;;;;;sem_inf_diario_202605
BGRJ;BGRJ11;FII BGRJ;BGR CIDADE JARDIM FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;2303;63.941.672/0001-11;325276;FII;BGR CIDADE JARDIM FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2025-12-05;;XP INVESTIMENTOS CCTVM S.A.;BGR ASSET MANAGEMENT LTDA;;;35329;63.941.672/0001-11;14290;Classes de Cotas de Fundos FII;BGR CIDADE JARDIM FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;60690517.07;2026-03-31;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;OLIVEIRA TRUST DTVM S.A.;;;;;;;;;;;;sem_inf_diario_202605
BLOG;BLOG11;FII BLOG;BLUECAP LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO;NÃO;classe_exata;1.0;Alta;1606;49.592.781/0001-40;323012;FII;BLUECAP LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO;Em Funcionamento Normal;2023-02-14;;XP INVESTIMENTOS CCTVM S.A.;HCO GROUP S.A;346922775.80;2025-11-30;34757;49.592.781/0001-40;14729;Classes de Cotas de Fundos FII;BLUECAP LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO;Em Funcionamento Normal;;Fechado;;346922775.80;2026-03-31;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;OLIVEIRA TRUST DTVM S.A.;;;;;;;;;;;;sem_inf_diario_202605
BLMG;BLMG11;FII BLUE LOG;BLUEMACAW FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1084;34.081.637/0001-71;319074;FII;BLUEMACAW FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2019-11-13;;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;BLUEMACAW GESTORA DE RECURSOS LTDA.;300879899.22;2025-05-31;34422;34.081.637/0001-71;10502;Classes de Cotas de Fundos FII;BLUEMACAW FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;220759848.11;2026-03-31;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;;;;;;;;;;;sem_inf_diario_202605
BMLC;BMLC11;FII BMBRC LC;BM BRASCAN LAJES CORPORATIVAS FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;583;14.376.247/0001-11;312001;FII;BM BRASCAN LAJES CORPORATIVAS FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2012-01-10;;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;ARGUCIA CAPITAL GESTÃO DE RECURSOS LTDA;105616935.23;2025-04-30;34136;14.376.247/0001-11;5746;Classes de Cotas de Fundos FII;BM BRASCAN LAJES CORPORATIVAS FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;109704558.36;2026-03-31;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;;;;;;;;;;;;;sem_inf_diario_202605
BRSE;BRSE11;FII BR7 SENA;BR7 SENADO FUNDO DE INVESTIMENTO IMOBILIÁRIO;NÃO;classe_exata;1.0;Alta;1310;40.944.736/0001-32;321090;FII;BR7 SENADO FUNDO DE INVESTIMENTO IMOBILIÁRIO;Em Funcionamento Normal;2021-07-28;;OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;FRAM CAPITAL GESTÃO DE ATIVOS LTDA.;9862092.53;2025-05-31;34571;40.944.736/0001-32;11096;Classes de Cotas de Fundos FII;BR7 SENADO FUNDO DE INVESTIMENTO IMOBILIÁRIO;Em Funcionamento Normal;;;;9357406.57;2026-03-31;PLANNERS AUDITORES INDEPENDENTES;OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;;;;;;;;;;;sem_inf_diario_202605
BCIA;BCIA11;FII BCIA;BRADESCO CARTEIRA IMOBILIÁRIA ATIVA - FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO - FII;NÃO;classe_exata;1.0;Alta;742;20.216.935/0001-17;315009;FII;BRADESCO CARTEIRA IMOBILIÁRIA ATIVA - FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO - FII;Em Funcionamento Normal;2015-05-19;;BANCO BRADESCO S.A.;BANCO BRADESCO S.A.;343757405.24;2025-02-28;34226;20.216.935/0001-17;4324;Classes de Cotas de Fundos FII;BRADESCO CARTEIRA IMOBILIÁRIA ATIVA - FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO - FII;Em Funcionamento Normal;;Fechado;;383865368.69;2026-03-31;KPMG AUDITORES INDEPENDENTES LTDA.;BANCO BRADESCO S.A.;;;;;;;;;;;;sem_inf_diario_202605
BVAR;BVAR11;FII B VAREJO;BRASIL VAREJO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;760;21.126.204/0001-43;314025;FII;BRASIL VAREJO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2014-10-27;;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;496964322.09;2025-05-31;34234;21.126.204/0001-43;9601;Classes de Cotas de Fundos FII;BRASIL VAREJO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;441759731.36;2026-03-31;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;;;;;;;;;;;;;sem_inf_diario_202605
CARE;CARE11;FII DEA CARE;BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII RESP LIMITADA;NÃO;classe_exata;1.0;Alta;559;13.584.584/0001-31;311036;FII;BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII RESP LIMITADA;Em Funcionamento Normal;2011-12-12;;MERITO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;ZION GESTAO DE RECURSOS LTDA;250173286.08;2025-04-30;34124;13.584.584/0001-31;5975;Classes de Cotas de Fundos FII;BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII RESP LIMITADA;Em Funcionamento Normal;;Fechado;;248344982.38;2026-03-31;UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;;;;;;;;;;;sem_inf_diario_202605
FATN;FATN11;FII ATHENA I;BRC RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;979;30.567.216/0001-02;318024;FII;BRC Renda Corporativa Fundo de Investimento Imobiliário - Responsabilidade Limitada;Em Funcionamento Normal;2018-05-29;;BR-CAPITAL DTVM S.A.;BR-CAPITAL DTVM S.A.;440823235.39;2025-05-31;34350;30.567.216/0001-02;10170;Classes de Cotas de Fundos FII;BRC Renda Corporativa Fundo de Investimento Imobiliário - Responsabilidade Limitada;Em Funcionamento Normal;;Fechado;;579688734.63;2026-03-31;RSM BRASIL AUDITORES INDEPENDENTES LTDA.;BR-CAPITAL DTVM S.A.;;;;;;;;;;;;sem_inf_diario_202605
RTEL;RTEL11;FII RTEL;BRC-II FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1461;43.862.625/0001-75;321149;FII;BRC-II FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2021-10-14;;BR-CAPITAL DTVM S.A.;BR-CAPITAL DTVM S.A.;31632159.59;2025-05-31;34666;43.862.625/0001-75;11240;Classes de Cotas de Fundos FII;BRC-II FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;17812411.17;2026-03-31;ECOVIS WFA AUDITORES INDEPENDENTES S/S;;;;;;;;;;;;;sem_inf_diario_202605
BRCT;BRCT11;FII BRCT;BRC-III DESENVOLVIMENTO FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1543;46.027.189/0001-07;322041;FII;BRC-III DESENVOLVIMENTO FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2022-04-26;;BR-CAPITAL DTVM S.A.;BR-CAPITAL DTVM S.A.;21832491.16;2025-05-31;34719;46.027.189/0001-07;11517;Classes de Cotas de Fundos FII;BRC-III DESENVOLVIMENTO FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;23444340.85;2026-03-31;RSM BRASIL AUDITORES INDEPENDENTES LTDA.;;nome_fuzzy_0.95;26.314.437/0001-93;CANCELADA;;;;;;;;;sem_inf_diario_202605
BRCD;BRCD11;FII BRCD;BRESCO DESENVOLVIMENTO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1952;57.361.241/0001-83;324162;FII;BRESCO DESENVOLVIMENTO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Fase Pré-Operacional;2024-09-19;;OLIVEIRA TRUST DTVM S.A.;BRESCO INVESTIMENTOS E GESTÃO LTDA;;;35016;57.361.241/0001-83;2526;Classes de Cotas de Fundos FII;BRESCO DESENVOLVIMENTO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Fase Pré-Operacional;;Fechado;;;;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;OLIVEIRA TRUST DTVM S.A.;nome_fuzzy_0.88;26.314.437/0001-93;CANCELADA;;;;;;;;;sem_inf_diario_202605
BRCO;BRCO11;FII BRESCO;BRESCO LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;750;20.748.515/0001-81;316033;FII;BRESCO LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2016-07-13;;OLIVEIRA TRUST DTVM S.A.;BRESCO INVESTIMENTOS E GESTÃO LTDA;1891275643.49;2024-09-30;34229;20.748.515/0001-81;2712;Classes de Cotas de Fundos FII;BRESCO LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;2096006022.86;2026-03-31;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;OLIVEIRA TRUST DTVM S.A.;;;;;;;;;;;;sem_inf_diario_202605
BICE;BICE11;FII BRIO CRE;BRIO CRÉDITO ESTRUTURADO - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1253;39.332.032/0001-20;320096;FII;BRIO CRÉDITO ESTRUTURADO - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2020-10-16;;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;BRIO INVESTIMENTOS LTDA.;141328928.01;2025-05-31;34539;39.332.032/0001-20;8656;Classes de Cotas de Fundos FII;BRIO CRÉDITO ESTRUTURADO - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;149425180.47;2026-03-31;BAKER TILLY 4PARTNERS AUDITORES INDEPENDENTES LTDA.;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;;;;;;;;;;;sem_inf_diario_202605
BIME;BIME11;FII BRIO ME;BRIO MULTIESTRATÉGIA - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1326;41.081.356/0001-84;321077;FII;BRIO MULTIESTRATÉGIA - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2021-06-18;;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;BRIO INVESTIMENTOS LTDA.;49114285.42;2025-05-31;34580;41.081.356/0001-84;8699;Classes de Cotas de Fundos FII;BRIO MULTIESTRATÉGIA - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;49524273.87;2026-03-31;BAKER TILLY 4PARTNERS AUDITORES INDEPENDENTES LTDA.;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;;;;;;;;;;;sem_inf_diario_202605
BRIM;BRIM11;FII BRIO II;BRIO REAL ESTATE II - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;818;23.964.843/0001-03;316059;FII;BRIO REAL ESTATE II - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2016-12-23;;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;BRIO INVESTIMENTOS LTDA.;56199528.26;2025-05-31;34270;23.964.843/0001-03;7897;Classes de Cotas de Fundos FII;BRIO REAL ESTATE II - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;2943220.80;2026-03-31;BAKER TILLY 4PARTNERS AUDITORES INDEPENDENTES LTDA.;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;;;;;;;;;;;sem_inf_diario_202605
BRIP;BRIP11;FII BRIO III;BRIO REAL ESTATE III - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1115;34.895.752/0001-80;320050;FII;BRIO REAL ESTATE III - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2020-07-08;;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;BRIO INVESTIMENTOS LTDA.;154243450.00;2025-05-31;34440;34.895.752/0001-80;8095;Classes de Cotas de Fundos FII;BRIO REAL ESTATE III - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;113241452.27;2026-03-31;BAKER TILLY 4PARTNERS AUDITORES INDEPENDENTES LTDA.;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;;;;;;;;;;;sem_inf_diario_202605
BIPD;BIPD11;FII BRIO IV;BRIO REAL ESTATE IV - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1419;42.869.892/0001-01;322010;FII;BRIO REAL ESTATE IV - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2022-02-08;;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;BRIO INVESTIMENTOS LTDA.;109020489.19;2025-05-31;34638;42.869.892/0001-01;8354;Classes de Cotas de Fundos FII;BRIO REAL ESTATE IV - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;105124494.71;2026-03-31;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;;;;;;;;;;;sem_inf_diario_202605
BIPE;BIPE11;FII BRIO V;BRIO REAL ESTATE V - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1693;51.817.522/0001-11;323097;FII;BRIO REAL ESTATE V - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2023-08-15;;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;BRIO INVESTIMENTOS LTDA.;41723498.93;2025-05-31;34821;51.817.522/0001-11;12130;Classes de Cotas de Fundos FII;BRIO REAL ESTATE V - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;93061036.67;2026-03-31;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;;;;;;;;;;;sem_inf_diario_202605
MCMV;MCMV11;FII MCMV;BRM MINHA CASA MINHA VIDA III FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;2210;62.808.826/0001-39;325182;FII;BRM MINHA CASA MINHA VIDA III FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2025-09-19;;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;BRM ASSET GESTÃO DE RECURSOS LTDA;;;35238;62.808.826/0001-39;13188;Classes de Cotas de Fundos FII;BRM MINHA CASA MINHA VIDA III FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;;;25493569.80;2026-03-31;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;BANCO BTG PACTUAL S/A;;;;;;;;;;;;sem_inf_diario_202605
BROF;BROF11;FII BROF;BRPR CORPORATE OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1591;48.978.859/0001-04;322177;FII;BRPR CORPORATE OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2022-12-26;;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;;1260768228.70;2024-11-30;34750;48.978.859/0001-04;3395;Classes de Cotas de Fundos FII;BRPR CORPORATE OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;1277925471.91;2026-03-31;;BANCO BTG PACTUAL S/A;;;;;;;;;;;;sem_inf_diario_202605
BETW;BETW11;FII BETW;BRPR E-TOWER FUNDO DE INVESTIMENTO IMOBILIÁRIO;NÃO;classe_exata;1.0;Alta;1686;51.666.294/0001-26;323090;FII;BRPR E-TOWER FUNDO DE INVESTIMENTO IMOBILIÁRIO;Em Funcionamento Normal;2023-08-02;;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;BGR ASSET MANAGEMENT LTDA;263516302.81;2025-05-31;34814;51.666.294/0001-26;8761;Classes de Cotas de Fundos FII;BRPR E-TOWER FUNDO DE INVESTIMENTO IMOBILIÁRIO;Em Funcionamento Normal;;;;276073134.35;2026-03-31;;BANCO BTG PACTUAL S/A;;;;;;;;;;;;sem_inf_diario_202605
LLAO;LLAO11;FII BS2;BS2 ALLINVESTMENTS FUNDO DE INVESTIMENTO IMOBILIÁRIO;NÃO;classe_exata;1.0;Alta;1334;41.218.404/0001-33;321087;FII;BS2 ALLINVESTMENTS FUNDO DE INVESTIMENTO IMOBILIÁRIO;Em Funcionamento Normal;2021-07-20;;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;BRIO INVESTIMENTOS LTDA.;18909064.72;2025-05-31;34585;41.218.404/0001-33;11070;Classes de Cotas de Fundos FII;BS2 ALLINVESTMENTS FUNDO DE INVESTIMENTO IMOBILIÁRIO;Em Funcionamento Normal;;Fechado;;18433329.76;2026-03-31;NEXT AUDITORES INDEPENDENTES S/S LTDA.;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;;;;;;;;;;;sem_inf_diario_202605
